文件名,顺序,Eye study,语言,省份,省份,省份4分 1=high；2=Upper-middle；3=lower-middle; 4= low,省份3分 1=high；2=middle；3=low,省份3分 1=high；2=middle；3=low(修改四川安徽）,随访,随访次,0：不可用；1：可用；2潜力，需整体近视率补充数据；3潜力，需补充整体城乡数据,不可用理由,我们使用为1,年份,时间分组1:1995-2003；2:2004-2007；3:2008-2011；4:2012-2015；5:2016-2019；6:2020-2023,验光方式1非散瞳；2散瞳；3试片,城市/农村 0=农村，1=城市，2=农村及城市，3=不清楚划分,高度近视人数,男性人数,男性近视人数,男性近视率,男性城市人数,男性城市近视人数,男性农村人数,男性农村近视人数,男性高度近视,男性城市高度近视人数,男性农村高度近视人数,女性人数,女性近视人数,女性近视率,女性城市人数,女性城市近视人数,女性农村人数,女性农村近视人数,女性高度近视,女性城市高度近视人数,女性农村高度近视人数,学前人数,学前近视人数,学前总近视率,学前城市人数,学前城市近视人数,学前城市患病率,学前农村人数,学前农村近视人数,学前农村近视率,学前高度近视人数,学前城市高度近视人数,学前农村高度近视人数,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率,同年同省小学生人口数,同年同省初中人口数,同年同省小学初中人口总数,离群,备注
体质健康2000,334,体质健康测试,1,32,江苏,1,1,1,2,2,1,,1 ,2000,1,3,2,,3761,1768,47.01%,1889,985,1872,783,,,,3768,1960,52.02%,1867,1074,1901,886,,,,\,\,\,\,\,\,\,\,\,\,\,\,949,238,25.08%,938,148,15.78%,936,374,39.96%,946,184,19.45%,948,654,68.99%,945,511,54.07%,923,793,85.92%,944,826,87.50%,,,,,
体质健康2000,335,体质健康测试,1,33,浙江,1,1,1,2,2,1,,1 ,2000,1,3,2,,3597,1833,50.96%,1799,940,1798,893,,,,3598,2069,57.50%,1799,1056,1799,1013,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,219,24.36%,900,103,11.44%,900,334,37.11%,900,380,42.22%,900,667,74.11%,900,639,71.00%,899,776,86.32%,897,784,87.40%,,,,,
体质健康2000,339,体质健康测试,1,37,山东,1,1,1,2,2,1,,1 ,2000,1,3,2,,4260,1991,46.74%,2104,1025,2156,966,,,,4227,2226,52.66%,2102,1169,2125,1057,,,,\,\,\,\,\,\,\,\,\,\,\,\,1029,204,19.83%,1034,111,10.74%,1119,417,37.27%,1066,343,32.18%,1032,703,68.12%,1077,645,59.89%,1026,870,84.80%,1104,924,83.70%,,,,,
体质健康2000,343,体质健康测试,1,44,广东,1,1,1,2,2,1,,1 ,2000,1,3,2,,3597,1102,30.64%,1799,732,1798,370,,,,3599,1344,37.34%,1800,865,1799,479,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,154,17.11%,900,45,5.00%,900,267,29.67%,900,89,9.89%,900,485,53.89%,899,234,26.03%,899,691,76.86%,898,481,53.56%,,,,,
体质健康2005,355,体质健康测试,1,11,北京,1,1,1,2,3,1,,1 ,2005,2,3,2,,3773,1755,46.51%,1915,1008,1858,747,,,,3815,2109,55.28%,1947,1202,1868,907,,,,\,\,\,\,\,\,\,\,\,\,\,\,893,252,28.22%,927,169,18.23%,931,436,46.83%,935,286,30.59%,948,665,70.15%,942,497,52.76%,1090,857,78.62%,922,702,76.14%,,,,,
体质健康2005,356,体质健康测试,1,12,天津,1,1,1,2,3,1,,1 ,2005,2,3,2,,3725,1404,37.69%,1897,865,1828,539,,,,3770,1810,48.01%,1950,1083,1820,727,,,,\,\,\,\,\,\,\,\,\,\,\,\,909,244,26.84%,913,52,5.70%,991,467,47.12%,913,153,16.76%,970,510,52.58%,905,399,44.09%,977,727,74.41%,917,662,72.19%,,,,,
体质健康2005,360,体质健康测试,1,21,辽宁,1,1,1,2,3,1,,1 ,2005,2,3,2,,3614,1755,48.56%,1808,1019,1806,736,,,,3612,2394,66.28%,1810,1197,1802,1197,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,330,36.67%,900,263,29.22%,900,499,55.44%,899,414,46.05%,900,623,69.22%,900,512,56.89%,918,764,83.22%,909,744,81.85%,,,,,
体质健康2005,363,体质健康测试,1,31,上海,1,1,1,2,3,1,,1 ,2005,2,3,2,,3596,1590,44.22%,1797,855,1799,735,,,,3596,1906,53.00%,1797,999,1799,907,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,218,24.22%,899,130,14.46%,897,412,45.93%,899,321,35.71%,898,586,65.26%,900,555,61.67%,899,638,70.97%,900,636,70.67%,,,,,
体质健康2005,364,体质健康测试,1,32,江苏,1,1,1,2,3,1,,1 ,2005,2,3,2,,4688,2849,60.77%,2333,1507,2355,1342,,,,4588,2844,61.99%,2305,1352,2283,1492,,,,\,\,\,\,\,\,\,\,\,\,\,\,1146,377,32.90%,1132,305,26.94%,1135,586,51.63%,1154,583,50.52%,1160,837,72.16%,1132,883,78.00%,1197,1059,88.47%,1220,1063,87.13%,,,,,
体质健康2005,365,体质健康测试,1,33,浙江,1,1,1,2,3,1,,1 ,2005,2,3,2,,3614,2111,58.41%,1810,1079,1804,1032,,,,3604,2363,65.57%,1798,1206,1806,1157,,,,\,\,\,\,\,\,\,\,\,\,\,\,907,240,26.46%,907,223,24.59%,900,516,57.33%,900,463,51.44%,899,716,79.64%,904,697,77.10%,902,813,90.13%,899,806,89.66%,,,,,
体质健康2005,369,体质健康测试,1,37,山东,1,1,1,2,3,1,,1 ,2005,2,3,2,,4339,2549,58.75%,2168,1309,2171,1240,,,,4237,2777,65.54%,2097,1400,2140,1377,,,,\,\,\,\,\,\,\,\,\,\,\,\,1056,314,29.73%,1080,256,23.70%,1108,602,54.33%,1083,565,52.17%,1032,844,81.78%,1071,807,75.35%,1069,949,88.77%,1077,989,91.83%,,,,,
体质健康2005,373,体质健康测试,1,44,广东,1,1,1,2,3,1,,1 ,2005,2,3,2,,3600,1424,39.56%,1800,928,1800,496,,,,3600,1786,49.61%,1800,1109,1800,677,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,283,31.44%,900,97,10.78%,900,467,51.89%,900,191,21.22%,900,601,66.78%,900,337,37.44%,900,686,76.22%,900,548,60.89%,,,,,
体质健康2010,385,体质健康测试,1,11,北京,1,1,1,2,4,1,,1 ,2010,3,3,2,,3598,2010,55.86%,1798,1102,1800,908,,,,3600,2266,62.94%,1800,1239,1800,1027,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,332,36.97%,900,261,29.00%,900,548,60.89%,900,385,42.78%,900,703,78.11%,900,582,64.67%,900,758,84.22%,900,707,78.56%,,,,,
体质健康2010,386,体质健康测试,1,12,天津,1,1,1,2,4,1,,1 ,2010,3,3,2,,3599,1334,37.07%,1800,802,1799,532,,,,3599,1662,46.18%,1800,933,1799,729,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,153,17.00%,899,55,6.12%,900,352,39.11%,900,216,24.00%,900,590,65.56%,900,460,51.11%,900,640,71.11%,899,530,58.95%,,,,,
体质健康2010,390,体质健康测试,1,21,辽宁,1,1,1,2,4,1,,1 ,2010,3,3,2,,3590,1895,52.79%,1795,1098,1795,797,,,,3589,2161,60.21%,1796,1180,1793,981,,,,\,\,\,\,\,\,\,\,\,\,\,\,897,305,34.00%,896,172,19.20%,899,500,55.62%,899,340,37.82%,897,695,77.48%,898,546,60.80%,898,778,86.64%,895,720,80.45%,,,,,
体质健康2010,393,体质健康测试,1,31,上海,1,1,1,2,4,1,,1 ,2010,3,3,2,,3600,2347,65.19%,1800,1175,1800,1172,,,,3600,2537,70.47%,1800,1300,1800,1237,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,337,37.44%,900,307,34.11%,900,589,65.44%,900,551,61.22%,900,749,83.22%,900,758,84.22%,900,800,88.89%,900,793,88.11%,,,,,
体质健康2010,394,体质健康测试,1,32,江苏,1,1,1,2,4,1,,1 ,2010,3,3,2,,3600,2107,58.53%,1800,1121,1800,986,,,,3600,2244,62.33%,1800,1154,1800,1090,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,338,37.56%,900,243,27.00%,900,541,60.11%,900,435,48.33%,900,675,75.00%,900,674,74.89%,900,721,80.11%,900,724,80.44%,,,,,
体质健康2010,395,体质健康测试,1,33,浙江,1,1,1,2,4,1,,1 ,2010,3,3,2,,3598,2439,67.79%,1798,1248,1800,1191,,,,3594,2616,72.79%,1800,1293,1794,1323,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,330,36.67%,900,299,33.22%,898,599,66.70%,900,614,68.22%,900,791,87.89%,900,805,89.44%,900,821,91.22%,894,796,89.04%,,,,,
体质健康2010,399,体质健康测试,1,37,山东,1,1,1,2,4,1,,1 ,2010,3,3,2,,3572,2328,65.17%,1784,1238,1788,1090,,,,3563,2553,71.65%,1770,1338,1793,1215,,,,\,\,\,\,\,\,\,\,\,\,\,\,889,421,47.36%,890,339,38.09%,881,595,67.54%,894,494,55.26%,889,752,84.59%,899,653,72.64%,895,808,90.28%,898,819,91.20%,,,,,
体质健康2010,403,体质健康测试,1,44,广东,1,1,1,2,4,1,,1 ,2010,3,3,2,,3600,1778,49.39%,1800,1064,1800,714,,,,3600,2140,59.44%,1800,1226,1800,914,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,397,44.11%,900,176,19.56%,900,551,61.22%,900,365,40.56%,900,624,69.33%,900,496,55.11%,900,718,79.78%,900,591,65.67%,,,,,
体质健康2014,415,体质健康测试,1,11,北京,1,1,1,2,5,1,,1 ,2014,4,3,2,,3500,2237,63.91%,1750,1204,1750,1033,,,,3500,2408,68.80%,1750,1294,1750,1114,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,346,38.44%,900,261,29.00%,900,639,71.00%,900,483,53.67%,900,778,86.44%,900,706,78.44%,800,735,91.88%,800,697,87.13%,,,,,
体质健康2014,416,体质健康测试,1,12,天津,1,1,1,2,5,1,,1 ,2014,4,3,2,,3593,2268,63.12%,1794,1218,1799,1050,,,,3593,2493,69.38%,1795,1296,1798,1197,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,341,37.97%,899,239,26.59%,893,613,68.65%,899,499,55.51%,898,766,85.30%,899,738,82.09%,900,794,88.22%,900,771,85.67%,,,,,
体质健康2014,420,体质健康测试,1,21,辽宁,1,1,1,2,5,1,,1 ,2014,4,3,2,,3592,1924,53.56%,1796,1031,1796,893,,,,3599,2169,60.27%,1799,1104,1800,1065,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,270,30.03%,899,237,26.36%,896,518,57.81%,900,398,44.22%,900,632,70.22%,898,646,71.94%,900,715,79.44%,899,677,75.31%,,,,,
体质健康2014,423,体质健康测试,1,31,上海,1,1,1,2,5,1,,1 ,2014,4,3,2,,3578,2521,70.46%,1785,1248,1793,1273,,,,3565,2611,73.24%,1777,1298,1788,1313,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,405,45.00%,900,339,37.67%,900,625,69.44%,900,631,70.11%,900,743,82.56%,900,789,87.67%,862,773,89.68%,881,827,93.87%,,,,,
体质健康2014,424,体质健康测试,1,32,江苏,1,1,1,2,5,1,,1 ,2014,4,3,2,,3463,2390,69.02%,1712,1238,1751,1152,,,,3486,2610,74.87%,1738,1337,1748,1273,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,412,45.78%,900,350,38.89%,900,657,73.00%,900,597,66.33%,900,803,89.22%,900,753,83.67%,750,703,93.73%,799,725,90.74%,,,,,
体质健康2014,425,体质健康测试,1,33,浙江,1,1,1,2,5,1,,1 ,2014,4,3,2,,3574,1656,46.33%,1785,1054,1789,602,,,,3578,1613,45.08%,1784,1078,1794,535,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,361,40.20%,890,148,16.63%,896,573,63.95%,893,268,30.01%,883,635,71.91%,900,322,35.78%,892,563,63.12%,900,399,44.33%,,,,,
体质健康2014,429,体质健康测试,1,37,山东,1,1,1,2,5,1,,1 ,2014,4,3,2,,3595,2338,65.03%,1798,1240,1797,1098,,,,3596,2464,68.52%,1799,1294,1797,1170,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,377,41.98%,898,373,41.54%,899,571,63.52%,899,512,56.95%,900,769,85.44%,898,644,71.71%,900,817,90.78%,899,739,82.20%,,,,,
体质健康2014,433,体质健康测试,1,44,广东,1,1,1,2,5,1,,1 ,2014,4,3,2,,3596,1957,54.42%,1797,1114,1799,843,,,,3600,2256,62.67%,1800,1246,1800,1010,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,380,42.27%,900,248,27.56%,899,545,60.62%,900,427,47.44%,900,712,79.11%,899,569,63.29%,899,723,80.42%,900,609,67.67%,,,,,
Hongyu Guan 2019,009,,0 ,61 ,陕西,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2012 ,4 ,2 ,0 ,,5193 ,1018 ,19.60%,0 ,0 ,5193 ,1018 ,,,,4774 ,798 ,16.71%,0 ,0 ,4774 ,798 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,0 ,0 ,,9967 ,2308 ,23.16%,\,\,,\,\,,\,\,,\,\,,2346152,1315464,3661616,,
Kai Guo 2015,025,The Gobi Desert Children Eye Study,0 ,15 ,内蒙,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,2013 ,4 ,2 ,0 ,42 ,801 ,435 ,54.31%,0 ,0 ,801 ,435 ,21 ,0 ,21 ,764 ,504 ,65.97%,0 ,0 ,764 ,504 ,21 ,0 ,21 ,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,560 ,183 ,32.68%,0 ,0 ,,398 ,255 ,64.07%,0 ,0 ,,374 ,293 ,78.34%,0 ,0 ,,233 ,192 ,82.40%,1310595,688464,1999059,,"有原始数据，按照5-＜9,9-＜11,12-＜14,15-＜19录入的；地点是额济纳旗，目前暂算作rural"
Lian-Hong Pi 2010,029,,0 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2006 ,2 ,2 ,1 ,,1611 ,,,,,,,,,,1459 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,891 ,19 ,2.09%,0 ,0 ,,1010 ,116 ,11.48%,0 ,0 ,,1169 ,282 ,24.12%,0 ,0 ,,\,\,,\,\,,2523824,1288052,3811876,,
Wenjing Wang 2022,075,,0 ,42 ,湖北,2 ,2 ,2 ,2 ,1 ,1 ,,1 ,2018 ,5 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,58506 ,14141 ,24.17%,0 ,0 ,,58506 ,27808 ,47.53%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,3665794,1587795,5253589,,"133 primary schools in Wuhan, 只有每一年的率；没有汇报每一年的人数"
Wenjing Wang 2022,076,,0 ,42 ,湖北,2 ,2 ,2 ,2 ,2 ,0 ,随访重复,,2019 ,5 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,58506 ,12912 ,22.07%,0 ,0 ,,58506 ,27808 ,47.53%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,3764794,1653660,5418454,,"133 primary schools in Wuhan, 只有每一年的率；没有汇报每一年的人数"
Wenjing Wang 2022,077,,0 ,42 ,湖北,2 ,2 ,2 ,2 ,3 ,1 ,,1 ,2020 ,6 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,58506 ,14351 ,24.53%,0 ,0 ,,58506 ,31476 ,53.80%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,3808514,1708335,5516849,,"133 primary schools in Wuhan, 只有每一年的率；没有汇报每一年的人数"
Wenjing Wang 2022,078,,0 ,42 ,湖北,2 ,2 ,2 ,2 ,4 ,0 ,随访重复,,2021 ,6 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,58506 ,13690 ,23.40%,0 ,0 ,,58506 ,31962 ,54.63%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,3832002,1772054,5604056,,"133 primary schools in Wuhan, 只有每一年的率；没有汇报每一年的人数"
Zhijian Li 2014,107,the Heilongjiang eye study,0 ,23 ,黑龙江,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2008 ,3 ,2 ,0 ,,903 ,277 ,30.68%,0 ,0 ,903 ,277 ,,,,772 ,49 ,6.35%,0 ,0 ,772 ,49 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,436 ,4 ,0.92%,0 ,0 ,,584 ,26 ,4.45%,\,\,,\,\,,0 ,0 ,,655 ,54 ,8.24%,1982828,1393338,3376166,1 ,PZ：这个文章中很多错误，但可以要原始数据
曾彩琼 2018,111,,1 ,42 ,湖北,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2017 ,5 ,2 ,2 ,109 ,9461 ,2280 ,24.10%,7204 ,,2257 ,,,,,7494 ,1814 ,24.21%,6264 ,,1826 ,,,,,\,\,,\,\,,\,\,,\,\,\,12872 ,3104 ,24.11%,4083 ,325 ,7.96%,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,3545680,1487131,5032811,,散瞳验光仅对任意一眼视力<5.0的儿童进行
陈卫卫 2021,112,,1 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,2135 ,42208 ,17339 ,41.08%,42208 ,17339 ,0 ,0 ,1096 ,1096 ,0 ,39240 ,17838 ,45.46%,39240 ,17838 ,0 ,0 ,1039 ,1039 ,0 ,\,\,,\,\,,\,\,,\,\,\,30223 ,4944 ,16.36%,0 ,0 ,,21933 ,9916 ,45.21%,0 ,0 ,,18528 ,11865 ,64.04%,0 ,0 ,,10764 ,8438 ,78.39%,0 ,0 ,,2062948,1115764,3178712,,要到的数据和文中汇报不同，目前按照要到的数据录入
高凡 2013,116,,1 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2012 ,4 ,1 ,1 ,23 ,1042 ,293 ,28.12%,1042 ,293 ,0 ,0 ,,,,838 ,282 ,33.65%,838 ,282 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,969 ,161 ,16.62%,0 ,0 ,,911 ,414 ,45.44%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,1943177,1087258,3030435,,这是依托重庆市青少年近视防治研究中心的大型筛查项目，2011.12研究中心正式成立，2013.5该一作硕士论文完成，故预估纳入人群基本在2012完成（另，该大型筛查项目，就主办人叶剑搜索，未发表其余相关文章）
古乙 2020,117,,1 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2018 ,5 ,1 ,1 ,68 ,1510 ,624 ,41.32%,1510 ,624 ,0 ,0 ,25 ,25 ,0 ,1428 ,810 ,56.72%,1428 ,810 ,0 ,0 ,43 ,43 ,0 ,264 ,31 ,11.74%,264 ,31 ,11.74%,0 ,0 ,,0 ,0 ,0 ,749 ,138 ,18.48%,0 ,0 ,,749 ,383 ,51.08%,0 ,0 ,,533 ,339 ,63.60%,0 ,0 ,,910 ,648 ,71.21%,0 ,0 ,,2095361,1045616,3140977,,只有小学人数及患病率，另一篇文章及官网未见
胡卫群 2016,126,,1 ,42 ,湖北,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2014 ,4 ,2 ,1 ,,1433 ,,,,,,,,,,1329 ,,,,,,,,,,2762 ,54 ,1.96%,2762 ,54 ,1.96%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,3211598,1375940,4587538,,只对视力<1.0的人群进行了验光；研究质量挺好，可要原始资料
李国峰 2022,132,,1 ,15 ,内蒙,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,2020 ,6 ,2 ,2 ,10702 ,73246 ,40107 ,54.76%,,,,,4835 ,,,72147 ,45165 ,62.60%,,,,,5867 ,,,3841 ,614 ,15.99%,1236 ,203 ,16.42%,2605 ,411 ,15.78%,7 ,,,11804 ,3382 ,28.65%,24862 ,6843 ,27.52%,11776 ,6917 ,58.74%,24806 ,13997 ,56.43%,11685 ,8945 ,76.55%,24613 ,18099 ,73.54%,10303 ,8756 ,84.98%,21703 ,17716 ,81.63%,1381519,661608,2043127,,农村指的是旗县区
龙培培 2015,138,,1 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,0 ,试片,1 ,2013 ,4 ,3 ,1 ,,6135 ,,,,,,,,,,5743 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,3463 ,566 ,16.36%,0 ,0 ,,3463 ,1565 ,45.21%,0 ,0 ,,2337 ,1457 ,62.30%,0 ,0 ,,2616 ,2105 ,80.50%,0 ,0 ,,1989128,1017592,3006720,,文中分层汇报的是视力不良而不是近视(按照视力不良录入了）
王宇蓉 2020,148,,1 ,61 ,陕西,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2018 ,5 ,1 ,2 ,,10195 ,5230 ,51.30%,,,,,,,,9949 ,5830 ,58.60%,,,,,,,,1159 ,199 ,17.17%,642 ,120 ,18.69%,517 ,79 ,15.28%,,,,1840 ,479 ,26.05%,1483 ,316 ,21.29%,3851 ,2253,58.49%,1483 ,709 ,47.82%,2472 ,1992 ,80.56%,1993 ,1312 ,65.86%,2446 ,2238 ,91.49%,1972 ,1475 ,74.80%,2656120,1085454,3741574,,
熊雪薇 2021,157,,1 ,42 ,湖北,2 ,2 ,2 ,1 ,1 ,1 ,,1 ,2017 ,5 ,2 ,3 ,30 ,7332 ,1585 ,21.62%,0 ,0 ,7332 ,1585 ,,,,5912 ,1474 ,24.93%,0 ,0 ,5912 ,1474 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,13244 ,3059 ,23.10%,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,3545680,1487131,5032811,,
熊雪薇 2021,158,,1 ,42 ,湖北,2 ,2 ,2 ,1 ,2 ,0 ,随访重复,,2018 ,5 ,2 ,3 ,56 ,6548 ,1771 ,27.05%,0 ,0 ,6548 ,1771 ,,,,5191 ,1595 ,30.73%,0 ,0 ,5191 ,1595 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,7824 ,1989 ,25.42%,0 ,0 ,,3915 ,1377 ,35.17%,\,\,,\,\,,\,\,,\,\,,3665794,1587795,5253589,,
熊雪薇 2021,159,,1 ,42 ,湖北,2 ,2 ,2 ,1 ,3 ,1 ,,1 ,2019 ,5 ,2 ,3 ,151 ,5798 ,1809 ,31.20%,0 ,0 ,5798 ,1809 ,,,,4903 ,1750 ,35.69%,0 ,0 ,4903 ,1750 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,4098 ,1050 ,25.62%,0 ,0 ,,6603 ,2509 ,38.00%,\,\,,\,\,,\,\,,\,\,,3764794,1653660,5418454,,
徐燕 2014,160,,1 ,50 ,重庆,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2012 ,4 ,1 ,1 ,,588 ,193 ,32.82%,588 ,193 ,0 ,0 ,,,,512 ,169 ,33.01%,512 ,169 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,378 ,59 ,15.61%,0 ,0 ,,597 ,229 ,38.36%,0 ,0 ,,125 ,74 ,59.20%,0 ,0 ,,\,\,,\,\,,1943177,1087258,3030435,,
王小红 2020,214,,1 ,61 ,陕西,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,,5395 ,,,,,,,,,,4070 ,,,,,,,,,,9465 ,143 ,1.51%,9465 ,143 ,1.51%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,2775874,1123519,3899393,,
苏翠敏 2013,225,,1 ,35,福建,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,2010 ,3 ,1 ,1 ,,1880 ,12 ,0.64%,1880 ,12 ,0 ,0 ,,,,1466 ,14 ,0.95%,1466 ,14 ,0 ,0 ,,,,3346 ,26 ,0.78%,3346 ,26 ,0.78%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,2388917,1275763,3664680,,
叶亚 2007,230,,1 ,50,重庆,2 ,2 ,2 ,0 ,1 ,3 ,,1 ,2005 ,2 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,276 ,4 ,1.45%,,,,,,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,2609754,1253778,3863532,,
吕艳华 2005,242,,1 ,22,吉林,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,2004 ,2 ,2 ,0 ,,275 ,12 ,4.36%,0 ,0 ,275 ,12 ,,,,264 ,10 ,3.79%,0 ,0 ,264 ,10 ,,,,465 ,17 ,3.66%,0 ,0 ,,465 ,17 ,3.66%,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,1741380,1148001,2889381,,不确定用的是不是等效球镜
李慧侠 2010,244,,1 ,15,内蒙,2 ,1 ,1 ,0 ,1 ,3 ,,1 ,2008 ,3 ,2 ,3 ,19 ,3801 ,,,,,,,,,,4254 ,,,,,,,,,,8055 ,385 ,4.77%,,,,,,,19 ,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,1552708,862276,2414984,,6-7岁也算作学龄前；只描述了呼尔浩特周边地区没有描述具体是哪里
Mingzhi Zhang 2000,256,,0 ,35 ,福建,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,1998 ,1 ,2 ,2 ,,125 ,,,,,,,,,,111 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,132 ,24 ,17.93%,104 ,8 ,7.58%,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,4019701,1946775,5966476,,
Tiannan Lin 2023,260,,0 ,35 ,福建,2 ,1 ,1 ,0 ,1 ,1 ,,1 ,2020 ,6 ,1 ,2 ,,22147 ,14031 ,63.35%,12582,8146,9565,5885,,,,19759 ,13939 ,70.55%,11423,8226,8336,5713,,,,1957 ,358 ,18.29%,1121 ,210 ,18.69%,836 ,148 ,17.76%,,,,5872 ,2129 ,36.27%,4378 ,1509 ,34.45%,5842 ,3981 ,68.15%,4357 ,2454 ,56.33%,5706 ,4924 ,86.29%,4255 ,3488 ,81.98%,5470 ,5117 ,93.55%,4079 ,3625 ,88.87%,3436133,1452519,4888652,,幼儿园只有大班
Xingxing Zhao 2022,264,,0 ,61 ,陕西,2 ,2 ,2 ,0 ,1 ,1 ,,1 ,2021 ,6 ,1 ,1 ,805 ,5595 ,4080 ,72.92%,5595 ,4080 ,0 ,0 ,381,381,0,5416,4252,78.51%,5416,4252,0,0,424,424,0,\,\,,\,\,,\,\,,\,\,\,1648 ,563 ,34.16%,0 ,0 ,,1942 ,1212 ,62.41%,0 ,0 ,,2978 ,2485 ,83.45%,0 ,0 ,,4874 ,4418 ,90.64%,0 ,0 ,,2964036,1204702,4168738,,
