province,year,age_group,method,population_urban,myopia_urban,myopia_rate_urban,population_rural,myopia_rural,myopia_rate_rural,method,number of junior secondary school graduates,New Student Enrollment in high school,articulation rate,GDP
Ningxia,2010,3,,,,,,,,,,,,
Qinghai,2010,3,,,,,,,,,,,,
Shaanxi,2010,3,,,,,,,,,,,,
Shandong,2010,3,,,,,,,,,,,,
Shanghai,2010,3,,,,,,,,,,,,
Shanxi,2010,3,,,,,,,,,,,,
Sichuan,2010,3,,,,,,,,,,,,
Tianjin,2010,3,,,,,,,,,,,,
Tibet,2010,3,,,,,,,,,,,,
Xinjiang,2010,3,,,,,,,,,,,,
Yunnan,2010,3,,,,,,,,,,,,
Zhejiang,2010,3,,,,,,,,,,,,
Anhui,2011,3,,,,,,,,,,,,
Beijing,2011,3,,,,,,,,,,,,
Chongqing,2011,3,,,,,,,,,,,,
Fujian,2011,3,,,,,,,,,,,,
Gansu,2011,3,,,,,,,,,,,,
Guangdong,2011,3,,,,,,,,,,,,
Guangxi,2011,3,,,,,,,,,,,,
Guizhou,2011,3,,,,,,,,,,,,
Hainan,2011,3,,,,,,,,,,,,
Hebei,2011,3,,,,,,,,,,,,
Heilongjiang,2011,3,,,,,,,,,,,,
Henan,2011,3,,,,,,,,,,,,
Hubei,2011,3,,,,,,,,,,,,
Hunan,2011,3,,,,,,,,,,,,
Inner Mongolia,2011,3,,,,,,,,,,,,
Jiangsu,2011,3,,,,,,,,,,,,
Jiangxi,2011,3,,,,,,,,,,,,
Jilin,2011,3,,,,,,,,,,,,
Liaoning,2011,3,,,,,,,,,,,,
Ningxia,2011,3,,,,,,,,,,,,
Qinghai,2011,3,,,,,,,,,,,,
Shaanxi,2011,3,,,,,,,,,,,,
Shandong,2011,3,,,,,,,,,,,,
Shanghai,2011,3,,,,,,,,,,,,
Shanxi,2011,3,,,,,,,,,,,,
Sichuan,2011,3,,,,,,,,,,,,
Tianjin,2011,3,,,,,,,,,,,,
Tibet,2011,3,,,,,,,,,,,,
Xinjiang,2011,3,,,,,,,,,,,,
Yunnan,2011,3,,,,,,,,,,,,
Zhejiang,2011,3,,,,,,,,,,,,
Anhui,2012,3,,,,,,,,,,,,
Beijing,2012,3,,,,,,,,,,,,
Chongqing,2012,3,,,,,,,,,,,,
Fujian,2012,3,,,,,,,,,,,,
Gansu,2012,3,,,,,,,,,,,,
Guangdong,2012,3,,,,,,,,,,,,
Guangxi,2012,3,,,,,,,,,,,,
Guizhou,2012,3,,,,,,,,,,,,
Hainan,2012,3,,,,,,,,,,,,
Hebei,2012,3,,,,,,,,,,,,
Heilongjiang,2012,3,,,,,,,,,,,,
Henan,2012,3,,,,,,,,,,,,
Hubei,2012,3,,,,,,,,,,,,
Hunan,2012,3,,,,,,,,,,,,
Inner Mongolia,2012,3,,,,,,,,,,,,
Jiangsu,2012,3,,,,,,,,,,,,
Jiangxi,2012,3,,,,,,,,,,,,
Jilin,2012,3,,,,,,,,,,,,
Liaoning,2012,3,,,,,,,,,,,,
Ningxia,2012,3,,,,,,,,,,,,
Qinghai,2012,3,,,,,,,,,,,,
Shaanxi,2012,3,,,,,,,,,,,,
Shandong,2012,3,,,,,,,,,,,,
Shanghai,2012,3,,,,,,,,,,,,
Shanxi,2012,3,,,,,,,,,,,,
Sichuan,2012,3,,,,,,,,,,,,
Tianjin,2012,3,,,,,,,,,,,,
Tibet,2012,3,,,,,,,,,,,,
Xinjiang,2012,3,,,,,,,,,,,,
Yunnan,2012,3,,,,,,,,,,,,
Zhejiang,2012,3,,,,,,,,,,,,
Anhui,2013,3,,,,,,,,,,,,
Beijing,2013,3,,,,,,,,,,,,
Chongqing,2013,3,,,,,,,,,,,,
Fujian,2013,3,,,,,,,,,,,,
Gansu,2013,3,,,,,,,,,,,,
Guangdong,2013,3,,,,,,,,,,,,
Guangxi,2013,3,,,,,,,,,,,,
Guizhou,2013,3,,,,,,,,,,,,
Hainan,2013,3,,,,,,,,,,,,
Hebei,2013,3,,,,,,,,,,,,
Heilongjiang,2013,3,,,,,,,,,,,,
Henan,2013,3,,,,,,,,,,,,
Hubei,2013,3,,,,,,,,,,,,
Hunan,2013,3,,,,,,,,,,,,
Inner Mongolia,2013,3,,,,,,,,,,,,
Jiangsu,2013,3,,,,,,,,,,,,
Jiangxi,2013,3,,,,,,,,,,,,
Jilin,2013,3,,,,,,,,,,,,
Liaoning,2013,3,,,,,,,,,,,,
Ningxia,2013,3,,,,,,,,,,,,
Qinghai,2013,3,,,,,,,,,,,,
Shaanxi,2013,3,,,,,,,,,,,,
Shandong,2013,3,,,,,,,,,,,,
Shanghai,2013,3,,,,,,,,,,,,
Shanxi,2013,3,,,,,,,,,,,,
Sichuan,2013,3,,,,,,,,,,,,
Tianjin,2013,3,,,,,,,,,,,,
Tibet,2013,3,,,,,,,,,,,,
Xinjiang,2013,3,,,,,,,,,,,,
Yunnan,2013,3,,,,,,,,,,,,
Zhejiang,2013,3,,,,,,,,,,,,
Anhui,2014,3,,,,,,,,,,,,
Beijing,2014,3,,,,,,,,,,,,
Chongqing,2014,3,,,,,,,,,,,,
Fujian,2014,3,,,,,,,,,,,,
Gansu,2014,3,,,,,,,,,,,,
Guangdong,2014,3,,,,,,,,,,,,
Guangxi,2014,3,,,,,,,,,,,,
Guizhou,2014,3,,,,,,,,,,,,
Hainan,2014,3,,,,,,,,,,,,
Hebei,2014,3,,,,,,,,,,,,
Heilongjiang,2014,3,,,,,,,,,,,,
Henan,2014,3,,,,,,,,,,,,
Hubei,2014,3,,,,,,,,,,,,
Hunan,2014,3,,,,,,,,,,,,
Inner Mongolia,2014,3,,,,,,,,,,,,
Jiangsu,2014,3,,,,,,,,,,,,
Jiangxi,2014,3,,,,,,,,,,,,
Jilin,2014,3,,,,,,,,,,,,
Liaoning,2014,3,,,,,,,,,,,,
Ningxia,2014,3,,,,,,,,,,,,
Qinghai,2014,3,,,,,,,,,,,,
Shaanxi,2014,3,,,,,,,,,,,,
Shandong,2014,3,,,,,,,,,,,,
Shanghai,2014,3,,,,,,,,,,,,
Shanxi,2014,3,,,,,,,,,,,,
Sichuan,2014,3,,,,,,,,,,,,
Tianjin,2014,3,,,,,,,,,,,,
Tibet,2014,3,,,,,,,,,,,,
Xinjiang,2014,3,,,,,,,,,,,,
Yunnan,2014,3,,,,,,,,,,,,
Zhejiang,2014,3,,,,,,,,,,,,
Anhui,2015,3,,,,,,,,,,,,
Beijing,2015,3,,,,,,,,,,,,
Chongqing,2015,3,,,,,,,,,,,,
Fujian,2015,3,,,,,,,,,,,,
Gansu,2015,3,,,,,,,,,,,,
Guangdong,2015,3,,,,,,,,,,,,
Guangxi,2015,3,,,,,,,,,,,,
Guizhou,2015,3,,,,,,,,,,,,
Hainan,2015,3,,,,,,,,,,,,
Hebei,2015,3,,,,,,,,,,,,
Heilongjiang,2015,3,,,,,,,,,,,,
Henan,2015,3,,,,,,,,,,,,
Hubei,2015,3,,,,,,,,,,,,
Hunan,2015,3,,,,,,,,,,,,
Inner Mongolia,2015,3,,,,,,,,,,,,
Jiangsu,2015,3,,,,,,,,,,,,
Jiangxi,2015,3,,,,,,,,,,,,
Jilin,2015,3,,,,,,,,,,,,
Liaoning,2015,3,,,,,,,,,,,,
Ningxia,2015,3,,,,,,,,,,,,
Qinghai,2015,3,,,,,,,,,,,,
Shaanxi,2015,3,,,,,,,,,,,,
Shandong,2015,3,,,,,,,,,,,,
Shanghai,2015,3,,,,,,,,,,,,
Shanxi,2015,3,,,,,,,,,,,,
Sichuan,2015,3,,,,,,,,,,,,
Tianjin,2015,3,,,,,,,,,,,,
Tibet,2015,3,,,,,,,,,,,,
Xinjiang,2015,3,,,,,,,,,,,,
Yunnan,2015,3,,,,,,,,,,,,
Zhejiang,2015,3,,,,,,,,,,,,
Anhui,2016,3,,,,,,,,,,,,
Beijing,2016,3,,,,,,,,,,,,
Chongqing,2016,3,,,,,,,,,,,,
Fujian,2016,3,,,,,,,,,,,,
Gansu,2016,3,,,,,,,,,,,,
Guangdong,2016,3,,,,,,,,,,,,
Guangxi,2016,3,,,,,,,,,,,,
Guizhou,2016,3,,,,,,,,,,,,
Hainan,2016,3,,,,,,,,,,,,
Hebei,2016,3,,,,,,,,,,,,
Heilongjiang,2016,3,,,,,,,,,,,,
Henan,2016,3,,,,,,,,,,,,
Hubei,2016,3,,,,,,,,,,,,
Hunan,2016,3,,,,,,,,,,,,
Inner Mongolia,2016,3,,,,,,,,,,,,
Jiangsu,2016,3,,,,,,,,,,,,
Jiangxi,2016,3,,,,,,,,,,,,
Jilin,2016,3,,,,,,,,,,,,
Liaoning,2016,3,,,,,,,,,,,,
Ningxia,2016,3,,,,,,,,,,,,
Qinghai,2016,3,,,,,,,,,,,,
Shaanxi,2016,3,,,,,,,,,,,,
Shandong,2016,3,,,,,,,,,,,,
Shanghai,2016,3,,,,,,,,,,,,
Shanxi,2016,3,,,,,,,,,,,,
Sichuan,2016,3,,,,,,,,,,,,
Tianjin,2016,3,,,,,,,,,,,,
Tibet,2016,3,,,,,,,,,,,,
Xinjiang,2016,3,,,,,,,,,,,,
Yunnan,2016,3,,,,,,,,,,,,
Zhejiang,2016,3,,,,,,,,,,,,
Anhui,2017,3,,,,,,,,,,,,
Beijing,2017,3,,,,,,,,,,,,
Chongqing,2017,3,,,,,,,,,,,,
Fujian,2017,3,,,,,,,,,,,,
Gansu,2017,3,,,,,,,,,,,,
Guangdong,2017,3,,,,,,,,,,,,
Guangxi,2017,3,,,,,,,,,,,,
Guizhou,2017,3,,,,,,,,,,,,
Hainan,2017,3,,,,,,,,,,,,
Hebei,2017,3,,,,,,,,,,,,
Heilongjiang,2017,3,,,,,,,,,,,,
Henan,2017,3,,,,,,,,,,,,
Hubei,2017,3,,,,,,,,,,,,
Hunan,2017,3,,,,,,,,,,,,
Inner Mongolia,2017,3,,,,,,,,,,,,
Jiangsu,2017,3,,,,,,,,,,,,
Jiangxi,2017,3,,,,,,,,,,,,
Jilin,2017,3,,,,,,,,,,,,
Liaoning,2017,3,,,,,,,,,,,,
Ningxia,2017,3,,,,,,,,,,,,
Qinghai,2017,3,,,,,,,,,,,,
Shaanxi,2017,3,,,,,,,,,,,,
Shandong,2017,3,,,,,,,,,,,,
Shanghai,2017,3,,,,,,,,,,,,
Shanxi,2017,3,,,,,,,,,,,,
Sichuan,2017,3,,,,,,,,,,,,
Tianjin,2017,3,,,,,,,,,,,,
Tibet,2017,3,,,,,,,,,,,,
Xinjiang,2017,3,,,,,,,,,,,,
Yunnan,2017,3,,,,,,,,,,,,
Zhejiang,2017,3,,,,,,,,,,,,
Anhui,2018,3,,,,,,,,,,,,
Beijing,2018,3,,,,,,,,,,,,
Chongqing,2018,3,,,,,,,,,,,,
Fujian,2018,3,,,,,,,,,,,,
Gansu,2018,3,,,,,,,,,,,,
Guangdong,2018,3,,,,,,,,,,,,
Guangxi,2018,3,,,,,,,,,,,,
Guizhou,2018,3,,,,,,,,,,,,
Hainan,2018,3,,,,,,,,,,,,
Hebei,2018,3,,,,,,,,,,,,
Heilongjiang,2018,3,,,,,,,,,,,,
Henan,2018,3,,,,,,,,,,,,
Hubei,2018,3,,,,,,,,,,,,
Hunan,2018,3,,,,,,,,,,,,
Inner Mongolia,2018,3,,,,,,,,,,,,
Jiangsu,2018,3,,,,,,,,,,,,
Jiangxi,2018,3,,,,,,,,,,,,
Jilin,2018,3,,,,,,,,,,,,
Liaoning,2018,3,,,,,,,,,,,,
Ningxia,2018,3,,,,,,,,,,,,
Qinghai,2018,3,,,,,,,,,,,,
Shaanxi,2018,3,,,,,,,,,,,,
Shandong,2018,3,,,,,,,,,,,,
Shanghai,2018,3,,,,,,,,,,,,
Shanxi,2018,3,,,,,,,,,,,,
Sichuan,2018,3,,,,,,,,,,,,
Tianjin,2018,3,,,,,,,,,,,,
Tibet,2018,3,,,,,,,,,,,,
Xinjiang,2018,3,,,,,,,,,,,,
Yunnan,2018,3,,,,,,,,,,,,
Zhejiang,2018,3,,,,,,,,,,,,
Anhui,2019,3,,,,,,,,,,,,
Beijing,2019,3,,,,,,,,,,,,
Chongqing,2019,3,,,,,,,,,,,,
Fujian,2019,3,,,,,,,,,,,,
Gansu,2019,3,,,,,,,,,,,,
Guangdong,2019,3,,,,,,,,,,,,
Guangxi,2019,3,,,,,,,,,,,,
Guizhou,2019,3,,,,,,,,,,,,
Hainan,2019,3,,,,,,,,,,,,
Hebei,2019,3,,,,,,,,,,,,
Heilongjiang,2019,3,,,,,,,,,,,,
Henan,2019,3,,,,,,,,,,,,
Hubei,2019,3,,,,,,,,,,,,
Hunan,2019,3,,,,,,,,,,,,
Inner Mongolia,2019,3,,,,,,,,,,,,
Jiangsu,2019,3,,,,,,,,,,,,
Jiangxi,2019,3,,,,,,,,,,,,
Jilin,2019,3,,,,,,,,,,,,
Liaoning,2019,3,,,,,,,,,,,,
Ningxia,2019,3,,,,,,,,,,,,
Qinghai,2019,3,,,,,,,,,,,,
Shaanxi,2019,3,,,,,,,,,,,,
Shandong,2019,3,,,,,,,,,,,,
Shanghai,2019,3,,,,,,,,,,,,
Shanxi,2019,3,,,,,,,,,,,,
Sichuan,2019,3,,,,,,,,,,,,
Tianjin,2019,3,,,,,,,,,,,,
Tibet,2019,3,,,,,,,,,,,,
Xinjiang,2019,3,,,,,,,,,,,,
Yunnan,2019,3,,,,,,,,,,,,
Zhejiang,2019,3,,,,,,,,,,,,
Anhui,2020,3,,,,,,,,,,,,
Beijing,2020,3,,,,,,,,,,,,
Chongqing,2020,3,,,,,,,,,,,,
Fujian,2020,3,,,,,,,,,,,,
Gansu,2020,3,,,,,,,,,,,,
Guangdong,2020,3,,,,,,,,,,,,
Guangxi,2020,3,,,,,,,,,,,,
Guizhou,2020,3,,,,,,,,,,,,
Hainan,2020,3,,,,,,,,,,,,
Hebei,2020,3,,,,,,,,,,,,
Heilongjiang,2020,3,,,,,,,,,,,,
Henan,2020,3,,,,,,,,,,,,
Hubei,2020,3,,,,,,,,,,,,
Hunan,2020,3,,,,,,,,,,,,
Inner Mongolia,2020,3,,,,,,,,,,,,
Jiangsu,2020,3,,,,,,,,,,,,
Jiangxi,2020,3,,,,,,,,,,,,
Jilin,2020,3,,,,,,,,,,,,
Liaoning,2020,3,,,,,,,,,,,,
Ningxia,2020,3,,,,,,,,,,,,
Qinghai,2020,3,,,,,,,,,,,,
Shaanxi,2020,3,,,,,,,,,,,,
Shandong,2020,3,,,,,,,,,,,,
Shanghai,2020,3,,,,,,,,,,,,
Shanxi,2020,3,,,,,,,,,,,,
Sichuan,2020,3,,,,,,,,,,,,
Tianjin,2020,3,,,,,,,,,,,,
Tibet,2020,3,,,,,,,,,,,,
Xinjiang,2020,3,,,,,,,,,,,,
Yunnan,2020,3,,,,,,,,,,,,
Zhejiang,2020,3,,,,,,,,,,,,
Anhui,1998,4,,,,,,,,,,,,
Beijing,1998,4,,,,,,,,,,,,
Chongqing,1998,4,,,,,,,,,,,,
Fujian,1998,4,,,,,,,,,,,,
Gansu,1998,4,,,,,,,,,,,,
Guangdong,1998,4,,,,,,,,,,,,
Guangxi,1998,4,,,,,,,,,,,,
Guizhou,1998,4,,,,,,,,,,,,
Hainan,1998,4,,,,,,,,,,,,
Hebei,1998,4,,,,,,,,,,,,
Heilongjiang,1998,4,,,,,,,,,,,,
Henan,1998,4,,,,,,,,,,,,
Hubei,1998,4,,,,,,,,,,,,
Hunan,1998,4,,,,,,,,,,,,
Inner Mongolia,1998,4,,,,,,,,,,,,
Jiangsu,1998,4,,,,,,,,,,,,
Jiangxi,1998,4,,,,,,,,,,,,
Jilin,1998,4,,,,,,,,,,,,
Liaoning,1998,4,,,,,,,,,,,,
Ningxia,1998,4,,,,,,,,,,,,
Qinghai,1998,4,,,,,,,,,,,,
Shaanxi,1998,4,,,,,,,,,,,,
Shandong,1998,4,,,,,,,,,,,,
Shanghai,1998,4,,,,,,,,,,,,
Shanxi,1998,4,,,,,,,,,,,,
Sichuan,1998,4,,,,,,,,,,,,
Tianjin,1998,4,,,,,,,,,,,,
Tibet,1998,4,,,,,,,,,,,,
Xinjiang,1998,4,,,,,,,,,,,,
Yunnan,1998,4,,,,,,,,,,,,
Zhejiang,1998,4,,,,,,,,,,,,
Anhui,1999,4,,,,,,,,,,,,
Beijing,1999,4,,,,,,,,,,,,
Chongqing,1999,4,,,,,,,,,,,,
Fujian,1999,4,,,,,,,,,,,,
Gansu,1999,4,,,,,,,,,,,,
Guangdong,1999,4,,,,,,,,,,,,
Guangxi,1999,4,,,,,,,,,,,,
Guizhou,1999,4,,,,,,,,,,,,
Hainan,1999,4,,,,,,,,,,,,
Hebei,1999,4,,,,,,,,,,,,
Heilongjiang,1999,4,,,,,,,,,,,,
Henan,1999,4,,,,,,,,,,,,
Hubei,1999,4,,,,,,,,,,,,
Hunan,1999,4,,,,,,,,,,,,
Inner Mongolia,1999,4,,,,,,,,,,,,
Jiangsu,1999,4,,,,,,,,,,,,
Jiangxi,1999,4,,,,,,,,,,,,
Jilin,1999,4,,,,,,,,,,,,
Liaoning,1999,4,,,,,,,,,,,,
Ningxia,1999,4,,,,,,,,,,,,
Qinghai,1999,4,,,,,,,,,,,,
Shaanxi,1999,4,,,,,,,,,,,,
Shandong,1999,4,,,,,,,,,,,,
Shanghai,1999,4,,,,,,,,,,,,
Shanxi,1999,4,,,,,,,,,,,,
Sichuan,1999,4,,,,,,,,,,,,
Tianjin,1999,4,,,,,,,,,,,,
Tibet,1999,4,,,,,,,,,,,,
Xinjiang,1999,4,,,,,,,,,,,,
Yunnan,1999,4,,,,,,,,,,,,
Zhejiang,1999,4,,,,,,,,,,,,
Anhui,2000,4,,,,,,,,,,,,
Beijing,2000,4,,,,,,,,,,,,
Chongqing,2000,4,,,,,,,,,,,,
Fujian,2000,4,,,,,,,,,,,,
Gansu,2000,4,,,,,,,,,,,,
Guangdong,2000,4,,,,,,,,,,,,
Guangxi,2000,4,,,,,,,,,,,,
Guizhou,2000,4,,,,,,,,,,,,
Hainan,2000,4,,,,,,,,,,,,
Hebei,2000,4,,,,,,,,,,,,
Heilongjiang,2000,4,,,,,,,,,,,,
Henan,2000,4,,,,,,,,,,,,
Hubei,2000,4,,,,,,,,,,,,
Hunan,2000,4,,,,,,,,,,,,
Inner Mongolia,2000,4,,,,,,,,,,,,
Jiangsu,2000,4,,,,,,,,,,,,
Jiangxi,2000,4,,,,,,,,,,,,
Jilin,2000,4,,,,,,,,,,,,
Liaoning,2000,4,,,,,,,,,,,,
Ningxia,2000,4,,,,,,,,,,,,
Qinghai,2000,4,,,,,,,,,,,,
Shaanxi,2000,4,,,,,,,,,,,,
Shandong,2000,4,,,,,,,,,,,,
Shanghai,2000,4,,,,,,,,,,,,
Shanxi,2000,4,,,,,,,,,,,,
Sichuan,2000,4,,,,,,,,,,,,
Tianjin,2000,4,,,,,,,,,,,,
Tibet,2000,4,,,,,,,,,,,,
Xinjiang,2000,4,,,,,,,,,,,,
Yunnan,2000,4,,,,,,,,,,,,
Zhejiang,2000,4,,,,,,,,,,,,
Anhui,2001,4,,,,,,,,,,,,
Beijing,2001,4,,,,,,,,,,,,
Chongqing,2001,4,,,,,,,,,,,,
Fujian,2001,4,,,,,,,,,,,,
Gansu,2001,4,,,,,,,,,,,,
Guangdong,2001,4,,,,,,,,,,,,
Guangxi,2001,4,,,,,,,,,,,,
Guizhou,2001,4,,,,,,,,,,,,
Hainan,2001,4,,,,,,,,,,,,
Hebei,2001,4,,,,,,,,,,,,
Heilongjiang,2001,4,,,,,,,,,,,,
Henan,2001,4,,,,,,,,,,,,
Hubei,2001,4,,,,,,,,,,,,
Hunan,2001,4,,,,,,,,,,,,
Inner Mongolia,2001,4,,,,,,,,,,,,
Jiangsu,2001,4,,,,,,,,,,,,
Jiangxi,2001,4,,,,,,,,,,,,
Jilin,2001,4,,,,,,,,,,,,
Liaoning,2001,4,,,,,,,,,,,,
Ningxia,2001,4,,,,,,,,,,,,
Qinghai,2001,4,,,,,,,,,,,,
Shaanxi,2001,4,,,,,,,,,,,,
Shandong,2001,4,,,,,,,,,,,,
Shanghai,2001,4,,,,,,,,,,,,
Shanxi,2001,4,,,,,,,,,,,,
Sichuan,2001,4,,,,,,,,,,,,
Tianjin,2001,4,,,,,,,,,,,,
Tibet,2001,4,,,,,,,,,,,,
Xinjiang,2001,4,,,,,,,,,,,,
Yunnan,2001,4,,,,,,,,,,,,
Zhejiang,2001,4,,,,,,,,,,,,
Anhui,2002,4,,,,,,,,,,,,
Beijing,2002,4,,,,,,,,,,,,
Chongqing,2002,4,,,,,,,,,,,,
Fujian,2002,4,,,,,,,,,,,,
Gansu,2002,4,,,,,,,,,,,,
Guangdong,2002,4,,,,,,,,,,,,
Guangxi,2002,4,,,,,,,,,,,,
Guizhou,2002,4,,,,,,,,,,,,
Hainan,2002,4,,,,,,,,,,,,
Hebei,2002,4,,,,,,,,,,,,
Heilongjiang,2002,4,,,,,,,,,,,,
Henan,2002,4,,,,,,,,,,,,
Hubei,2002,4,,,,,,,,,,,,
Hunan,2002,4,,,,,,,,,,,,
Inner Mongolia,2002,4,,,,,,,,,,,,
Jiangsu,2002,4,,,,,,,,,,,,
Jiangxi,2002,4,,,,,,,,,,,,
Jilin,2002,4,,,,,,,,,,,,
Liaoning,2002,4,,,,,,,,,,,,
Ningxia,2002,4,,,,,,,,,,,,
Qinghai,2002,4,,,,,,,,,,,,
Shaanxi,2002,4,,,,,,,,,,,,
Shandong,2002,4,,,,,,,,,,,,
Shanghai,2002,4,,,,,,,,,,,,
Shanxi,2002,4,,,,,,,,,,,,
Sichuan,2002,4,,,,,,,,,,,,
Tianjin,2002,4,,,,,,,,,,,,
Tibet,2002,4,,,,,,,,,,,,
Xinjiang,2002,4,,,,,,,,,,,,
Yunnan,2002,4,,,,,,,,,,,,
Zhejiang,2002,4,,,,,,,,,,,,
Anhui,2003,4,,,,,,,,,,,,
Beijing,2003,4,,,,,,,,,,,,
Chongqing,2003,4,,,,,,,,,,,,
Fujian,2003,4,,,,,,,,,,,,
Gansu,2003,4,,,,,,,,,,,,
Guangdong,2003,4,,,,,,,,,,,,
Guangxi,2003,4,,,,,,,,,,,,
Guizhou,2003,4,,,,,,,,,,,,
Hainan,2003,4,,,,,,,,,,,,
Hebei,2003,4,,,,,,,,,,,,
Heilongjiang,2003,4,,,,,,,,,,,,
Henan,2003,4,,,,,,,,,,,,
Hubei,2003,4,,,,,,,,,,,,
Hunan,2003,4,,,,,,,,,,,,
Inner Mongolia,2003,4,,,,,,,,,,,,
Jiangsu,2003,4,,,,,,,,,,,,
Jiangxi,2003,4,,,,,,,,,,,,
Jilin,2003,4,,,,,,,,,,,,
Liaoning,2003,4,,,,,,,,,,,,
Ningxia,2003,4,,,,,,,,,,,,
Qinghai,2003,4,,,,,,,,,,,,
Shaanxi,2003,4,,,,,,,,,,,,
Shandong,2003,4,,,,,,,,,,,,
Shanghai,2003,4,,,,,,,,,,,,
Shanxi,2003,4,,,,,,,,,,,,
Sichuan,2003,4,,,,,,,,,,,,
Tianjin,2003,4,,,,,,,,,,,,
Tibet,2003,4,,,,,,,,,,,,
Xinjiang,2003,4,,,,,,,,,,,,
Yunnan,2003,4,,,,,,,,,,,,
Zhejiang,2003,4,,,,,,,,,,,,
Anhui,2004,4,,,,,,,,,,,,
Beijing,2004,4,,,,,,,,,,,,
Chongqing,2004,4,,,,,,,,,,,,
Fujian,2004,4,,,,,,,,,,,,
Gansu,2004,4,,,,,,,,,,,,
Guangdong,2004,4,,,,,,,,,,,,
Guangxi,2004,4,,,,,,,,,,,,
Guizhou,2004,4,,,,,,,,,,,,
Hainan,2004,4,,,,,,,,,,,,
Hebei,2004,4,,,,,,,,,,,,
Heilongjiang,2004,4,,,,,,,,,,,,
Henan,2004,4,,,,,,,,,,,,
Hubei,2004,4,,,,,,,,,,,,
Hunan,2004,4,,,,,,,,,,,,
Inner Mongolia,2004,4,,,,,,,,,,,,
Jiangsu,2004,4,,,,,,,,,,,,
Jiangxi,2004,4,,,,,,,,,,,,
Jilin,2004,4,,,,,,,,,,,,
Liaoning,2004,4,,,,,,,,,,,,
Ningxia,2004,4,,,,,,,,,,,,
Qinghai,2004,4,,,,,,,,,,,,
Shaanxi,2004,4,,,,,,,,,,,,
Shandong,2004,4,,,,,,,,,,,,
Shanghai,2004,4,,,,,,,,,,,,
Shanxi,2004,4,,,,,,,,,,,,
Sichuan,2004,4,,,,,,,,,,,,
Tianjin,2004,4,,,,,,,,,,,,
Tibet,2004,4,,,,,,,,,,,,
Xinjiang,2004,4,,,,,,,,,,,,
Yunnan,2004,4,,,,,,,,,,,,
Zhejiang,2004,4,,,,,,,,,,,,
Anhui,2005,4,,,,,,,,,,,,
Beijing,2005,4,,,,,,,,,,,,
Chongqing,2005,4,,,,,,,,,,,,
Fujian,2005,4,,,,,,,,,,,,
Gansu,2005,4,,,,,,,,,,,,
Guangdong,2005,4,,,,,,,,,,,,
Guangxi,2005,4,,,,,,,,,,,,
Guizhou,2005,4,,,,,,,,,,,,
Hainan,2005,4,,,,,,,,,,,,
Hebei,2005,4,,,,,,,,,,,,
Heilongjiang,2005,4,,,,,,,,,,,,
Henan,2005,4,,,,,,,,,,,,
Hubei,2005,4,,,,,,,,,,,,
Hunan,2005,4,,,,,,,,,,,,
Inner Mongolia,2005,4,,,,,,,,,,,,
Jiangsu,2005,4,,,,,,,,,,,,
Jiangxi,2005,4,,,,,,,,,,,,
Jilin,2005,4,,,,,,,,,,,,
Liaoning,2005,4,,,,,,,,,,,,
Ningxia,2005,4,,,,,,,,,,,,
Qinghai,2005,4,,,,,,,,,,,,
Shaanxi,2005,4,,,,,,,,,,,,
Shandong,2005,4,,,,,,,,,,,,
Shanghai,2005,4,,,,,,,,,,,,
Shanxi,2005,4,,,,,,,,,,,,
Sichuan,2005,4,,,,,,,,,,,,
Tianjin,2005,4,,,,,,,,,,,,
Tibet,2005,4,,,,,,,,,,,,
Xinjiang,2005,4,,,,,,,,,,,,
Yunnan,2005,4,,,,,,,,,,,,
Zhejiang,2005,4,,,,,,,,,,,,
Anhui,2006,4,,,,,,,,,,,,
Beijing,2006,4,,,,,,,,,,,,
Chongqing,2006,4,,,,,,,,,,,,
Fujian,2006,4,,,,,,,,,,,,
Gansu,2006,4,,,,,,,,,,,,
Guangdong,2006,4,,,,,,,,,,,,
Guangxi,2006,4,,,,,,,,,,,,
Guizhou,2006,4,,,,,,,,,,,,
Hainan,2006,4,,,,,,,,,,,,
Hebei,2006,4,,,,,,,,,,,,
Heilongjiang,2006,4,,,,,,,,,,,,
Henan,2006,4,,,,,,,,,,,,
Hubei,2006,4,,,,,,,,,,,,
Hunan,2006,4,,,,,,,,,,,,
Inner Mongolia,2006,4,,,,,,,,,,,,
Jiangsu,2006,4,,,,,,,,,,,,
Jiangxi,2006,4,,,,,,,,,,,,
Jilin,2006,4,,,,,,,,,,,,
Liaoning,2006,4,,,,,,,,,,,,
Ningxia,2006,4,,,,,,,,,,,,
Qinghai,2006,4,,,,,,,,,,,,
Shaanxi,2006,4,,,,,,,,,,,,
Shandong,2006,4,,,,,,,,,,,,
Shanghai,2006,4,,,,,,,,,,,,
Shanxi,2006,4,,,,,,,,,,,,
Sichuan,2006,4,,,,,,,,,,,,
Tianjin,2006,4,,,,,,,,,,,,
Tibet,2006,4,,,,,,,,,,,,
Xinjiang,2006,4,,,,,,,,,,,,
Yunnan,2006,4,,,,,,,,,,,,
Zhejiang,2006,4,,,,,,,,,,,,
Anhui,2007,4,,,,,,,,,,,,
Beijing,2007,4,,,,,,,,,,,,
Chongqing,2007,4,,,,,,,,,,,,
Fujian,2007,4,,,,,,,,,,,,
Gansu,2007,4,,,,,,,,,,,,
Guangdong,2007,4,,,,,,,,,,,,
